extracted_term,hpo_term,hpo_id,negated
weakness of distal lower limb muscles,None detected,None,False
weakness of distal muscles of the lower limbs,weakness of distal muscles,HP:0002460,False
weakness of foot dorsiflexion,None detected,None,False
weakness of intrinsic hand muscles,None detected,None,False
weakness of lower limb muscles,None detected,None,False
weakness of lower limbs,None detected,None,False
weakness of lower limbs with brisk reflexes,brisk reflexes,HP:0001348,False
weakness of peroneal muscles,None detected,None,False
weakness of shoulder girdle,None detected,None,False
weakness of the anterior tibial muscles,None detected,None,False
weakness of the distal limb muscles,None detected,None,False
weakness of the distal upper limbs,None detected,None,False
weakness of the dorsiflexors of the feet,None detected,None,False
weakness of the lower limbs,None detected,None,False
weakness of the muscles in the legs,None detected,None,False
weakness of the neck muscles,None detected,None,False
weakness of the pelvic girdles,None detected,None,False
weakness of the proximal limb muscles,None detected,None,False
weakness of the right hand,None detected,None,False
weakness of the right lower limb,None detected,None,False
weakness of the shoulder girdles,None detected,None,False
wheelchair use,None detected,None,False
whispering dysphonia,dysphonia,HP:0001618,False
wide based ataxic gait,ataxic gait,HP:0002066,False
wide based gait,wide based gait,HP:0002136,False
wide mouth,wide mouth,HP:0000154,False
wide mouth with full lips,wide mouth,HP:0000154,False
wide mouth with full lips,full lips,HP:0012471,False
widely spaced teeth,widely spaced teeth,HP:0000687,False
widespread fasciculations of muscles,fasciculations,HP:0002380,False
word finding difficulty,None detected,None,False
worsening of hand muscle weakness with cold,hand muscle weakness,HP:0030237,False
worsening of symptoms at rest,None detected,None,False
worsening of symptoms in the evening or night,None detected,None,False
worsening spasticity in lower extremities,spasticity,HP:0001257,False
wrist and finger contractures,contractures,HP:0001371,False
wrist cramp,None detected,None,False
wrist drop,wrist drop,HP:0031189,False
writers cramp,None detected,None,False
writers cramp,None detected,None,False
writing difficulties,None detected,None,False
writing tremor,tremor,HP:0001337,False
