extracted_term,matched_hp_term,matched_hp_id,similarity
neck dystonia,Leg dystonia,HP:0031959,0.9823784116968831
neck muscle weakness,Neck muscle weakness,HP:0000467,0.999999999999809
neck myoclonia,Spinal myoclonus,HP:0010531,0.963278991919084
neck tremor,Head tremor,HP:0002346,0.985869931975242
neck weakness,Shoulder weakness,HP:0003547,0.972234474823008
need for assistance in walking,Difficulty walking backward,HP:0031847,0.885311315281924
neonatal convulsions,Generalized convulsion,HP:0002069,0.9387153699558121
neonatal hypotonia,"Hypotonia, neonatal",HP:0001319,0.972877642664643
neurocognitive regression,Dyscognitive seizures,HP:0002384,0.9455834475881201
neurogenic bladder,Urinary bladder inflammation,HP:0100577,0.9246821362104103
neurogenic bladder dysfunction,Autonomic bladder dysfunction,HP:0005341,0.9605780705067091
neuropathic joint degeneration,Degenerative joint disease,HP:0002758,0.9547495796918448
neuropathic pain,Neuropathy,HP:0009830,0.9097591667632261
no expressive language,Loss of expressive speech,HP:0002427,0.9089275609184052
no head control,Uneven head shape,HP:0000267,0.9131016467048806
no movement of the big toes,Lateral deviation of great toe,HP:0001822,0.9080365798165972
no movement of the right vocal cord,Imperfect vocal cord adduction,HP:0005934,0.9013097860675996
no social eye contact,Reduced social smiling,HP:5200102,0.8973304884473432
no speech,AOB,HP:0009102,0.8571587921939632
no spontaneous mobility,Lack of spontaneous play,HP:0000721,0.9199787467339182
no spontaneous movement,Decreased spontaneous movement,HP:0002375,0.9313192727032661
no visual reaction to light,Lack of skin coloration,HP:0200098,0.8930736086704005
no voluntary movement of lower extremities below the knees,Decreased vibratory sense in the lower extremities,HP:0002166,0.9161998393313712
nocturnal enuresis,Nocturnal enuresis,HP:0010677,0.9999999999998593
nocturnal hypoventilation,Nocturnal hypopnea,HP:0002877,0.9608603410146473
nocturnal insomnia,Sleep onset insomnia,HP:0031354,0.96613519249848
nocturnal muscle jerks,Nocturnal myoclonus syndrome,HP:5200300,0.9299381477427727
nocturnal secondary generalized tonic clonic seizures,Generalized tonic-clonic seizures on awakening,HP:0007193,0.9649266733995184
nonambulatory,Non-ambulatory,HP:0002540,0.9321804661745688
nonambulatory status,Non-ambulatory,HP:0002540,0.9140540498102692
nonprogressive weakness,Nonprogressive intellectual disability,HP:0001249,0.9311881250733888
nonspecific dysmorphic facial features,Dysmorphic facial features,HP:0001999,0.937275583099672
nonspecific dysmorphic features such as bulbous nose and long face,Atypical facial expressions,HP:4000089,0.905957669548183
nonspecific lower back pain,Nonspecific chronic villitis,HP:0033552,0.8905743387793603
nonstimulus sensitive myoclonic jerks affecting face,Focal motor aware seizure with negative myoclonus,HP:0032857,0.935498030583771
nonstimulus sensitive myoclonic jerks affecting hands,Focal impaired awareness myoclonic seizure,HP:0032730,0.9353036832377308
nonverbal,Nonverbal,HP:0001344,0.9999999999995995
numbness and weakness of the feet and legs,Distal upper limb muscle weakness,HP:0008959,0.905086811023528
nystagmoid eye movement,"Nystagmus, continuous pendular",HP:0012043,0.9522973486474671
nystagmus,nystagmus,HP:0000639,0.9999999999996998
obesity,Obesity,HP:0001513,0.99999999999977
obstructive sleep apnea,Obstructive sleep apnoea,HP:0002870,0.9881502102811651
occasionally difficulty with bladder emptying,Painful or difficult urination,HP:0100518,0.9171997346288893
ocular abnormalities,Ocular movement abnormalities,HP:0000496,0.9620883578778883
ocular apraxia,Ocular motor apraxia,HP:0000657,0.9775459662092489
ocular dysmetria,Ocular dyssynergia,HP:0010868,0.9469481686160957
ocular elevation,Ocular absence,HP:0000528,0.9890825523440833
ocular movement abnormalities,Ocular movement abnormalities,HP:0000496,0.9958997510723917
oculogyric crises,Oculogyric crisis,HP:0010553,0.9862878692804764
oculogyric spasms,Oculogyric crisis,HP:0010553,0.9426336895666987
oculomotor abnormalities,Oculomotor abnormalities,HP:0000496,0.9969524184630987
oculomotor apraxia,Oculomotor abnormalities,HP:0000496,0.9631804979016192
oculomotor disturbance,Oculomotor abnormalities,HP:0000496,0.983586467646924
open mouth,Open mouth,HP:0000194,0.9999999999996844
open mouth posture,Open mouth appearance,HP:0000194,0.9616157563516398
ophthalmoplegia,Internal ophthalmoplegia,HP:0007942,0.9839478458689018
opisthotonic posturing,Opisthotonos,HP:0002179,0.929383439230047
optic atrophy,Optic nerve atrophy,HP:0000648,0.9779686887113469
optic disc pallor,Temporal optic disc pallor,HP:0012511,0.9827680106100369
optic nerve atrophy,Optic nerve atrophy,HP:0000648,0.999999999999883
optic nerve dysfunction,Optic nerve dysplasia,HP:0001093,0.9720318631039528
optical atrophy,Retinal atrophy,HP:0001105,0.9444600614896534
orofacial dyskinesia,Orofacial dyskinesias,HP:0002310,0.9971352444634012
orofacial dystonia,Orofacial dyskinesias,HP:0002310,0.9789632040765576
oromandibular dysfunction,Transverse maxillary insufficiency,HP:0002010,0.9326036692458229
oromandibular dystonia,Orofacial dyskinesias,HP:0002310,0.9482722769297744
oromotor dysfunction,Vestibular dysfunction,HP:0001756,0.931296173963713
oromotor hypotonia,Oral motor hypotonia,HP:0030190,0.9671126268937464
oropharyngeal dysmotility,Oropharyngeal dysphagia,HP:0200136,0.9740228292206287
orthostatic hypotension,Postural hypotension,HP:0001278,0.9643300292741652
oscillopsia,Oscillopsia,HP:0034773,0.9999999999997937
overall decreased muscle bulk,Decreased muscle mass,HP:0003199,0.9343892297564003
pain,Back pain,HP:0003418,0.9999999999995921
pain in the distal lower limbs,"Distal sensory loss, upper and lower limbs",HP:0002936,0.9078547846951411
pain in the lower extremities,Lower extremity weakness,HP:0007340,0.9089731864692343
painful paresthesias,Paresthesias,HP:0003401,0.9255868485341475
palatal myoclonus,Palatal myoclonus,HP:0010530,0.9999999999998526
palatal tremor,Vocal tremor,HP:0012477,0.9533611507130547
pale fundi,Pale eyelashes,HP:0002227,0.9112377590459251
pale hair,Pale eyebrow,HP:0002226,0.9846273500801528
pale optic disc,Pale optic disc,HP:0000543,0.9999999999997848
pale optic discs,Pale optic disc,HP:0000543,0.9673298868542164
paranoia,Paranoia,HP:0011999,0.999999999999698
paresis,Cold paresis,HP:0031372,0.9275466975557594
paresis of the hand muscles,"Facial paresis, bilateral",HP:0001349,0.9327764610412917
paresthesias,Paresthesias,HP:0003401,0.9748199565567474
paresthesias in the legs,Intermittent painful muscle spasms,HP:0011964,0.9175879985032345
paresthesias on the lower limbs,Intermittent painful muscle spasms,HP:0011964,0.897969585633823
paresthesias periorally,Perioral spasm,HP:0031989,0.9359681941540396
parkinsonian features,Parkinsonian disease,HP:0001300,0.9878780479741774
parkinsonian symptoms,Parkinsonian disease,HP:0001300,0.9893568999811949
parkinsonism,Parkinsonian disease,HP:0001300,0.9684446024566156
paroxysmal jerking of the trunk,Recurrent paroxysmal headache,HP:0002331,0.9329979003222638
partial complex seizures,Partial seizure with loss of awareness,HP:0002384,0.9458188353165836
partial seizures,Partial seizure with loss of awareness,HP:0002384,0.9632174313809038
partial vocal cord paresis,Bilateral vocal cord paresis,HP:0012822,0.9777415127250468
patchy pigmentation,Patchy lightened skin,HP:0001010,0.9628199079413567
patchy vitiligo like depigmentation,Patchy depigmentation,HP:0005590,0.9495806793370236
pectus carinatum,Pectus excavatum or carinatum,HP:0000766,0.9413132590637852
pectus excavatum,Pectus excavatum or carinatum,HP:0000766,0.9809050333137056
pendular eye movements,Horizontal pendular nystagmus,HP:0007811,0.9170900718729242
pendular nystagmus,Horizontal pendular nystagmus,HP:0007811,0.9892584230592957
perceptive hearing loss,"Conductive hearing loss, severe",HP:0012717,0.9651252514040426
periodic ataxia,"Ataxia, sensory",HP:0010871,0.9552623403177555
periodic slight head tremor,Head tremor,HP:0002346,0.9444282608294972
periorbital twitching,Periorbital swelling,HP:0000629,0.9656436925946086
peripheral nerve involvement,Peripheral nerve disease,HP:0001271,0.9699397089035098
peripheral neuropathy,Peripheral motor neuropathy,HP:0007178,0.977617469039089
peripheral neuropathy affecting the lower limbs,Distal limb muscle weakness due to peripheral neuropathy,HP:0002460,0.9456694261675375
peripheral sensory neuropathy,Peripheral sensory neuropathy,HP:0000763,0.9999999999998598
periventricular leukomalacia,Periventricular nodular heterotopia,HP:0032388,0.94551725530776
peroneal muscle wasting,Peroneal atrophy,HP:0009049,0.9383118942160548
peroneal muscular atrophy,Peroneal atrophy,HP:0009049,0.9737085785813097
persistent nystagmus,"Nystagmus, horizontal",HP:0000666,0.970701199465032
persistent smiling or laughing,Disturbance of facial expression,HP:0005324,0.9086741300219474
pes cavus,pes cavus,HP:0001761,0.9999999999998078
pes equinovarus,Pes equinovarus,HP:0001762,0.9999999999997633
pes planus,Cutis aplasia,HP:0001057,0.9040972925478766
photosensitive seizures,Photosensitive tonic-clonic seizures,HP:0007207,0.9182704221541429
photosensitivity,Photosensitivity,HP:0000992,0.9999999999998527
pigmentary retinopathy,Pigmentary retinal deposits,HP:0000580,0.9748052422879695
pinprick sensation loss,Decreased pinprick sensation,HP:0007328,0.964453101598089
poor balance,Poor appetite,HP:0004396,0.973224707045661
poor circulation with lower limb edema,Peripheral edema of lower extremity,HP:0010741,0.9176643389112933
poor cognitive function,Cognitive decline,HP:0001268,0.9397781976381291
poor coordination,Poor coordination,HP:0002370,0.9999999999997486
poor exercise tolerance,Poor exercise tolerance,HP:0003546,0.9999999999997918
poor expressive language,Moderate expressive language delay,HP:0011345,0.9605133656685865
poor eye contact,Poor eye contact,HP:0000817,0.9999999999997771
poor feeding,Poor feeding,HP:0011968,0.9999999999997762
poor fine motor skills,Impaired fine motor skills,HP:0007010,0.9702326051327932
poor growth,Poor growth,HP:0001510,0.9999999999996877
poor head control,Poor head control,HP:0002421,0.99999999999969
poor motor coordination,Poor motor coordination,HP:0002275,0.9999999999998231
poor motor patterning of the tongue,Abnormality of muscles of mastication,HP:0410011,0.9070858032010235
poor muscle bulk,Low muscle tone,HP:0001252,0.9371326127470055
poor or absent language,Poor visual behavior for age,HP:0025152,0.8877926597073668
poor or absent smooth pursuit,Abnormal smooth pursuits,HP:0000617,0.9356136234221522
poor or absent speech,Poor speech discrimination,HP:0001963,0.9211967957808372
poor or absent visual contact,Moderate peripheral visual field loss,HP:0030525,0.9276812885959067
poor or no antigravity movements,Bipedal oedema,HP:0033045,0.8847819741562452
poor overall balance,Poor appetite,HP:0004396,0.9283593707311976
poor overall growth,Poor growth,HP:0001510,0.9246269033168686
poor speech or absence of speech,Abnormal speech rhythm,HP:5200012,0.9139173875277896
poor vestibuloocular reflex,Abnormal vestibuloocular reflex,HP:0007670,0.9876952257849139
poor vision,Poor vision,HP:0000505,0.9999999999995959
poor weight gain,Poor weight gain,HP:0001508,0.9999999999998055
position sense defects,Absent sense of taste,HP:0041051,0.9203671815643939
positive Babinski sign,Positive Babinski sign,HP:0003487,0.9999999999998354
positive Gowers sign,Positive Gower sign,HP:0003391,0.9584155689713496
positive palmomental reflex,Palmomental reflex,HP:0030902,0.9593516514617579
postural abnormalities,Abnormal postural reaction,HP:0033329,0.959530527364131
postural arm tremor,Postural tremor of arms,HP:0007351,0.9865647517347127
postural hand tremor,Postural tremor of arms,HP:0007351,0.9832040102767002
postural hypotension,Postural hypotension,HP:0001278,0.9999999999998702
postural instability,Abnormal postural reaction,HP:0033329,0.9490174957910658
postural tremor,Postural tremor of arms,HP:0007351,0.9890472184949654
postural tremor in the upper limbs,Postural tremor of arms,HP:0007351,0.9565202408029606
postural tremor of the hands,Postural tremor of arms,HP:0007351,0.9528173648552949
postural tremor of the head,Postural tremor of arms,HP:0007351,0.9597538501135183
present reflexes at the knees and upper extremities,Decreased vibratory sense in the lower extremities,HP:0002166,0.9020237955774703
preserved or increased reflexes,Impaired vibration sensation in the lower limbs,HP:0002166,0.8912761682554758
primary progressive aphasia,Motor aphasia,HP:0002427,0.9649373181725928
problems with bladder control,Poor bladder function,HP:0000009,0.9131584617225476
problems with bowel control,Pain associated with bowel movements,HP:6000222,0.9417919247990322
profound axonal loss,Axonal loss,HP:0003447,0.9550959444764777
profound developmental delay,"Global developmental delay, severe",HP:0011344,0.9577757839595472
profound psychomotor delays,Psychomotor delay,HP:0001263,0.957318077407773
profound psychomotor disability,Psychomotor developmental delay,HP:0001263,0.9357814837878394
prognathism,Prognathism,HP:0000303,0.9999999999997611
progressive and severe spasticity,Muscle spasticity,HP:0001257,0.9387312720244347
progressive ataxia,Progressive ataxia,HP:0002073,0.9999999999998024
progressive cognitive decline,Progressive cognitive decline,HP:0001268,0.9999999999998102
progressive difficulty walking and running,Impaired heel-walking ability,HP:6000490,0.9179101080079015
progressive difficulty walking due to lower limb spasticity,Lower limb spasticity,HP:0002061,0.9397785745010568
progressive distal amyotrophy,Amyotrophy of distal limb muscles,HP:0003693,0.9715079303253445
progressive distal lower limb weakness,Distal limb weakness,HP:0002460,0.9765430145091302
progressive distal upper extremity weakness,Distal upper limb muscle weakness,HP:0008959,0.9637981213748416
progressive dysarthria,Rigid dysarthria,HP:0002464,0.9790507076791417
progressive early onset dystonia,Focal dystonia,HP:0004373,0.9604028129193731
progressive gait abnormalities,Gait abnormalities,HP:0001288,0.973408477496613
progressive loss of leg strength,Distal muscle weakness in lower limbs,HP:0009053,0.9178424262760931
progressive loss of vision,Progressive vision loss,HP:0000529,0.9557239949460662
progressive lower extremity spasticity,Lower extremity akinesia,HP:0033411,0.9521424745513931
progressive lower extremity weakness,Lower extremity weakness,HP:0007340,0.9760655955003891
progressive lower limb spasticity,Lower limb spasticity,HP:0002061,0.9640452744685883
progressive lower limb weakness,Distal limb weakness,HP:0002460,0.9701137326971524
progressive microcephaly,Mild microcephaly,HP:0040196,0.9763221300855787
progressive motor predominant axonal peripheral neuropathy,Axonal peripheral neuropathy,HP:0003477,0.9732046544428331
progressive muscle atrophy,Proximal muscle atrophy,HP:0007126,0.9704689040706582
progressive muscle weakness affecting upper and lower limbs,Distal upper limb muscle weakness,HP:0008959,0.9509148454929922
progressive paraparesis,Spastic paraparesis,HP:0002313,0.945383548785748
progressive peripheral neuropathy,Peripheral motor neuropathy,HP:0007178,0.9730270273592676
progressive postnatal microcephaly,Postnatal microcephaly,HP:0005484,0.9849005069834652
progressive proximal lower extremity weakness,Lower extremity weakness,HP:0007340,0.9630054086707444
progressive scoliosis,Lumbar scoliosis,HP:0004626,0.9564171891084223
progressive severe weakness,Progressive muscular weakness,HP:0003323,0.9480361255560845
progressive spastic gait,Spastic paraparetic gait,HP:0031958,0.9590953082252068
progressive spastic paraparesis,Progressive spastic paraparesis,HP:0007199,0.9999999999998591
progressive spastic paraplegia,Progressive spastic paraplegia,HP:0007020,0.99999999999984
progressive spastic tetraplegia,Progressive spastic paraplegia,HP:0007020,0.9768345842320738
progressive spasticity affecting all 4 limbs,Lower limb spasticity,HP:0002061,0.921339861130735
progressive spasticity mainly affecting lower limbs,Lower limb spasticity,HP:0002061,0.9274438966965344
progressive spasticity of the lower limbs,Progressive spastic quadriparesis,HP:0002478,0.9285525264311248
progressive spasticity of the upper and lower limbs,Distal upper limb muscle weakness,HP:0008959,0.9272064888244904
progressive stiffness of the lower limbs,Distal upper limb muscle weakness,HP:0008959,0.9159524163590551
progressive tightening of the lower extremities,Scissoring of the lower extremities,HP:0012407,0.9186978502710158
progressive upper limb spasticity,Lower limb spasticity,HP:0002061,0.955146152237672
progressive wasting of distal upper and lower extremity muscles,Distal upper limb muscle weakness,HP:0008959,0.9495411264781829
progressively decreasing head circumference percentile,Decreased head circumference,HP:0040195,0.958291547722288
projectile vomiting,Projectile vomiting,HP:0002587,0.9999999999997934
prolongation of blink reflexes,Prolonged central motor conduction time,HP:0034399,0.9258055630199231
prolonged febrile seizures,Febrile convulsion,HP:0002373,0.9597271215204659
prolonged periods of rigidity in neonates,Foetal hyperkinesia,HP:0010519,0.9267304169320355
prolonged staring spells,Brief seizures with staring spells,HP:0002121,0.9284498677803981
prominent distal sensory loss,Distal sensory loss,HP:0002936,0.979815974615837
pronounced spasticity,"Spasticity, progressive",HP:0002191,0.9611010297181612
protuberant abdomen,Protuberances at ends of long bones,HP:0003105,0.9134344207417474
proximal and distal muscle weakness,Proximal limb muscle weakness,HP:0003701,0.9637494103796793
proximal and distal weakness in the lower limbs,Distal upper limb muscle weakness,HP:0008959,0.9515724980248943
proximal limb muscle weakness,Proximal limb muscle weakness,HP:0003701,0.9999999999998725
proximal lower limb weakness,Proximal limb weakness,HP:0003701,0.9895822447359844
proximal muscle involvement,Proximal muscle wasting,HP:0007126,0.9561096907518908
proximal muscle weakness,Proximal limb muscle weakness,HP:0003701,0.9834068432843917
proximal muscle weakness of the lower and upper limbs,Distal upper limb muscle weakness,HP:0008959,0.9552297856243864
proximal muscle weakness of the lower limbs,Distal upper limb muscle weakness,HP:0008959,0.9640558739278057
proximal paresis of the legs,Proximal muscle weakness in upper limbs,HP:0008997,0.9283902841355884
proximal upper limb weakness,Proximal limb weakness,HP:0003701,0.9839271555147472
proximal weakness of the lower limbs,Distal upper limb muscle weakness,HP:0008959,0.9574522923062347
proximally weak lower extremities,Lower extremity weakness,HP:0007340,0.9324047410480469
pseudobulbar dysarthria,Rigid dysarthria,HP:0002464,0.954724545341436
pseudobulbar palsy,Pseudobulbar palsy,HP:0007024,0.9999999999998385
pseudobulbar signs,Pseudobulbar syndrome,HP:0007024,0.9793337987808176
pseudohypertrophy of the calves,Pseudohypertrophy of the calves,HP:0003707,0.9241502442873908
pseudopyramidal signs including exaggerated tendon reflexes and extensor plantar responses,Extrapyramidal muscular rigidity,HP:0007076,0.9148341583425497
psychomotor delay,Psychomotor delay,HP:0001263,0.9999999999998347
psychosis,Psychosis,HP:0000709,0.9999999999997076
ptosis,Abnormal apoptosis,HP:4000056,0.8938012755839178
pupillary abnormalities,Pupillary abnormalities,HP:0000615,0.9927316860156752
quadriparesis,Spastic quadriparesis,HP:0001285,0.9763515380581619
quadriplegia,Quadriplegia,HP:0002445,0.9999999999997741
quadriplegic,Quadriplegia,HP:0002445,0.9873131159899614
rapidly progressive asymmetric paralysis of the upper and lower limbs,Distal upper limb muscle weakness,HP:0008959,0.9172344716228975
raspy voice,Ruddy face,HP:0001041,0.9320451471918928
rebound nystagmus,Downbeat nystagmus,HP:0010545,0.9674377854271382
recurrent and brief attacks of involuntary movement,Intermittent involuntary muscle spasm,HP:0001281,0.9472569811408258
recurrent complex partial seizures,Partial onset seizure evolving into convulsive status epilepticus,HP:0032662,0.9338787547020013
recurrent episodes of unilateral eyelid twitching,Unilateral facial muscle weakness,HP:0012799,0.9303684128368743
reduced cervical motion,Limited cervical range of motion,HP:0000466,0.9748321589990809
reduced distal sensation,Decreased distal sensation,HP:0002936,0.9697955257631198
reduced dopaminergic innervation,Elevated urinary dopamine,HP:0011979,0.9239534521349628
reduced hip flexion,Limited knee flexion/extension,HP:0005085,0.9582954292215335
reduced or absent blink reflexes,Absent middle ear reflexes,HP:0008529,0.92105617939161
reduced or absent reflexes,Absent middle ear reflexes,HP:0008529,0.9047683166876511
reduced saccadic velocity,Impaired saccades,HP:0000570,0.9618599894955925
reduced sensation,Diminished motivation,HP:0000745,0.9497435483050061
reduced sensation in the lower limbs,Decreased touch sensation in extremities,HP:0006937,0.9122131434870543
"reduced sensation to pinprick, light touch, vibration, and joint position in legs and feet",Decreased lower limb vibratory sense,HP:0002166,0.9007292395547006
reduced spontaneous movements,Decreased spontaneous movement,HP:0002375,0.9518366169259999
reduced superficial sensibility,"Thickened, discolored skin under nail",HP:0008392,0.8867073834917831
reduced upgaze,Reduced production of gestures,HP:4000081,0.8919243482012047
reduced vertical upgaze,Increased diffusing capacity,HP:0045050,0.8835926475587705
reduced vibration sense,Decreased vibration sense,HP:0002495,0.9171399709588018
reduced vision,Impaired vision,HP:0000505,0.9529153541516012
reduced visual acuity,Decreased visual acuity,HP:0007663,0.975701938312207
regression of skills,Regression of motor skills,HP:0033044,0.9517802478532051
repetitive bilateral myoclonic jerks in the shoulders and arms,Neonatal bilateral symmetric myoclonic seizure,HP:0032836,0.9131123280883194
repetitive movements,Repetitive movements,HP:0000733,0.9839442871152537
respiratory muscle weakness,Respiratory muscle weakness,HP:0002747,0.9999999999998136
resting tremor,Rest tremor,HP:0002322,0.9875473213609387
restless legs,Dry cough,HP:0031246,0.9265979710245886
restricted ocular movements,Abnormal ocular movements,HP:0000496,0.9683224554721158
retching,Nail ridging,HP:0001807,0.8923486611188317
retinal pigment abnormalities,Retinal pigment clumping,HP:0000580,0.9764329306660157
retinal vessel tortuosity,Tortuosity of main retinal vessels,HP:0007768,0.9794150329083516
retrocollis,Retrocollis,HP:0002544,0.9999999999998036
retrognathia,Retrognathia of lower jaw,HP:0000278,0.9723555750913723
rigid spine,Rigid spine,HP:0003306,0.9999999999996646
rigidity,Rigidity,HP:0002063,0.999999999999691
rolandic seizures,Epigastric auras,HP:0011159,0.9291759569586776
Romberg sign,Positive Romberg sign,HP:0002403,0.9686220444979472
Romberg sign positive,Positive Romberg sign,HP:0002403,0.9636459256377482
rotary movements of the head and eyes,Limited head rotation,HP:0033357,0.890639589143689
rotary nystagmus,Rotatory Nystagmus,HP:0001583,0.9830938966110131
rotatory end gaze nystagmus,Rotatory Nystagmus,HP:0001583,0.9752840875691033
running difficulties,Racing thoughts,HP:0033844,0.9470013373764959
saccadic eye intrusions,Saccadic intrusion,HP:0032114,0.9661849144521951
saccadic eye movements,Saccadic pursuit movements,HP:0001152,0.9767699096777571
saccadic eye pursuit,Saccadic pursuit movements,HP:0001152,0.9875826462142259
saccadic ocular pursuit,Saccadic pursuit movements,HP:0001152,0.9782509167787706
saccadic pursuit,Saccadic pursuit movements,HP:0001152,0.9896561902684129
saccadic pursuits,Saccadic pursuit movements,HP:0001152,0.9781732967527847
scanning speech,Overlapping fingers,HP:0010557,0.914552490252489
scapular winging,Winged scapulae,HP:0003691,0.9625651562394895
scissor gait,Scissor gait,HP:0012407,0.999999999999846
scissoring gait,Scissoring gait,HP:0012407,0.9999999999998257
scissoring walk,Scissor walk,HP:0012407,0.96509567023092
scissors gait,Scissor gait,HP:0012407,0.9766387664011901
scoliosis,Lumbar scoliosis,HP:0004626,0.9510183065119076
seizures,Partial seizure,HP:0007359,0.9361697521380995
sensorimotor axonopathy,Sensorimotor peripheral neuropathy,HP:0007141,0.9526685323381711
sensorimotor polyneuropathy,Sensorimotor peripheral neuropathy,HP:0007141,0.9740571994683987
sensorineural deafness,Sensorineural deafness,HP:0000407,0.9999999999998517
sensorineural hearing loss,Sensorineural hearing loss,HP:0000407,0.9999999999998417
sensory abnormalities,Sensory impairment,HP:0003474,0.9609345297766033
sensory ataxia,Spinal ataxia,HP:0010871,0.9755164847771909
sensory deficits in a symmetrical stocking glove pattern,Distal vibratory impairment of the lower limbs,HP:0002166,0.8990832801049334
sensory disturbance,Sensory aura,HP:0011157,0.976680385902125
sensory impairment,Sensory impairment,HP:0003474,0.9999999999998322
sensory loss,Sensory aura,HP:0011157,0.9464528066415733
sensory loss affecting all modalities,Distal sensory loss to all modalities,HP:0003409,0.9327568561966999
severe amyotrophy,Amyotrophy,HP:0003202,0.9726414227133529
severe appendicular spasticity,Appendicular spasticity,HP:0034353,0.9851497950464482
severe ataxia of gait,Ataxic gait,HP:0002066,0.9454690702808866
severe atrophy and decreased sensation in the arms and legs,Distal upper limb muscle atrophy,HP:0007149,0.9135330615933468
severe cerebellar atrophy,Diffuse cerebellar atrophy,HP:0100275,0.9749908921281868
severe cognitive deficit,Severely impaired vision,HP:0001141,0.9377000604345411
severe cognitive impairment,Cognitive impairment,HP:0100543,0.9656748533506011
severe developmental delay,"Global developmental delay, mild",HP:0011342,0.9626113040562374
severe distal muscle atrophy,Distal muscle atrophy,HP:0003693,0.9828316398631172
severe distal weakness,Distal limb weakness,HP:0002460,0.9648909364852535
severe dysarthria,Rigid dysarthria,HP:0002464,0.9819182361903578
severe facial weakness,Facial weakness,HP:0030319,0.9660848820876483
severe failure to thrive,Marked failure to thrive,HP:0001525,0.919484150286879
severe fetal akinesia,Early severe fetal akinesia sequence,HP:0001989,0.9816353178252003
severe foot deformity,Foot deformities,HP:0001760,0.9723244311296456
severe gait disturbance,Gait abnormalities,HP:0001288,0.9462432149807855
severe hypotonia,"Hypotonia, severe",HP:0006829,0.9636414049887975
severe incapacitating spastic paraparesis,Progressive spastic paraparesis,HP:0007199,0.9450239939695101
severe intellectual disability,"Intellectual disability, severe",HP:0010864,0.9470306128240088
severe intractable epilepsy,Super-refractory status epilepticus,HP:0032868,0.9235202323352685
severe kyphoscoliosis,Kyphoscoliosis,HP:0002751,0.9850528735552695
severe mental deterioration,Progressive mental deterioration,HP:0002344,0.9826738542532139
severe mental retardation,Severe mental retardation,HP:0010864,0.9999999999998173
severe muscle wasting,"Muscle weakness, progressive",HP:0003323,0.95189237772899
severe neurologic impairment,Neurologic deterioration,HP:0002344,0.9549098993410007
severe spastic tetraparesis,Progressive spastic paraparesis,HP:0007199,0.9596867904219785
severe spasticity,"Spasticity, progressive",HP:0002191,0.9639948973148266
severe spasticity of the legs,Lower limb spasticity,HP:0002061,0.9252470658747002
severe weakness,Weakness of one side of body,HP:0001269,0.9389636447076164
severe weakness of the lower extremities,Lower extremity weakness,HP:0007340,0.9108248307321294
severely delayed psychomotor development,Retarded psychomotor development,HP:0001263,0.97778069563423
sexual dysfunction,Female sexual dysfunction,HP:0030014,0.9671657148130797
short philtrum,Small philtrum,HP:0005326,0.9851427094089059
short stature,Short stature,HP:0004322,0.9999999999996768
shoulder girdle weakness,Shoulder girdle weakness,HP:0003547,0.9999999999997495
shoulder myoclonia,Myoclonic absence,HP:0011150,0.9680455478668828
shuffling gait,Shuffled walk,HP:0002362,0.9558681670712756
significant hand involvement,Upper limb pain,HP:0012513,0.902451423822611
significant sleep disturbances,Excessive sleepiness,HP:0100786,0.9300280486238295
significant torticollis,Spasmodic torticollis,HP:0000473,0.924709663109251
significant visual loss,Severe visual loss,HP:0001141,0.9601939775913223
significantly delayed psychomotor development,Delayed psychomotor development,HP:0001263,0.978281432137276
simple febrile seizures,Simple febrile convulsion,HP:0011171,0.9661325801911814
skeletal abnormalities,Skeletal abnormalities,HP:0000924,0.9867345350012083
skeletal deformities,Dental deformity,HP:0006482,0.9613970107357865
skeletal muscle atrophy,Muscle atrophy,HP:0003202,0.9795689790107307
skipping gait,Scissoring gait,HP:0012407,0.9172963102498599
sleep disturbances,Sleep disturbance,HP:0002360,0.949999436161533
sleep paralysis,Sleep rhythm inversion,HP:0031849,0.9273960811603243
slight ataxia,Progressive ataxia,HP:0002073,0.9448198336306983
slight deafness,Severe deafness,HP:0012714,0.9602716834503251
slight difficulty with tandem gait,Abnormal gait,HP:0001288,0.926301097005951
slight facial weakness,Bilateral facial weakness,HP:0001349,0.9431365743627576
slight movement of the left vocal cord,Unilateral vocal cord paresis,HP:0012821,0.9041865431308085
slight postural tremor,Postural tremor of arms,HP:0007351,0.9735659828850937
slow movements,Slow movements,HP:0002067,0.9895832791864482
slow ocular saccades,Slowed horizontal saccades,HP:0007885,0.9761732020304205
slow or absent pupillary reactions,Persistent pupillary membrane,HP:0009917,0.9448939419466363
slow pupillary reflexes,Abnormal pupillary light reflex,HP:0007695,0.9462425400741814
slow pursuit,Slow movements,HP:0002067,0.9610560640704073
slow saccades,Slow saccades,HP:0000514,0.9856247587107296
slow smooth pursuit,Absent smooth pursuit,HP:0007179,0.9385792119574952
slow spastic gait,Spastic paraparetic gait,HP:0031958,0.9539772215257747
slow vertical saccades,Slowed horizontal saccades,HP:0007885,0.9845696177744081
slowed mental processes,Impaired task shifting,HP:0033360,0.9239883147666906
slowed saccades,Impaired saccades,HP:0000570,0.955238983873765
slowed speech,Poor speech,HP:0002465,0.9335802934430427
slowing of smooth pursuit eye movements,Impaired smooth pursuit ocular movements,HP:0000617,0.9637145969833628
slowly progressive distal muscle weakness,Late-onset distal muscle weakness,HP:0003810,0.9775005543389282
